email_text,label
Team meeting scheduled for 10/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Limited time offer! Get 35% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $2602.,spam
Team meeting scheduled for 21/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $1297 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $1580 cash now.,spam
Congratulations! You have won a $4607 prize. Claim now.,spam
The payment of $1915 has been successfully processed.,ham
Act now! Claim your free reward worth $1905.,spam
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $2138 prize. Claim now.,spam
Reminder: Your appointment is on 26/04/2026.,ham
The payment of $1629 has been successfully processed.,ham
The payment of $567 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
The payment of $646 has been successfully processed.,ham
Please find attached the report for review.,ham
Congratulations! You have won a $3060 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 9/04/2026.",ham
The payment of $1095 has been successfully processed.,ham
Act now! Claim your free reward worth $3620.,spam
The payment of $918 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 12/04/2026.",ham
Limited time offer! Get 28% off on your purchase. Click here.,spam
Reminder: Your appointment is on 16/04/2026.,ham
You are selected for a lottery of $763. Urgent response needed.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 28/04/2026.,ham
The payment of $1267 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $2549.,spam
Exclusive deal just for you. Win $3193 cash now.,spam
The payment of $736 has been successfully processed.,ham
Exclusive deal just for you. Win $1498 cash now.,spam
The payment of $903 has been successfully processed.,ham
Limited time offer! Get 36% off on your purchase. Click here.,spam
You are selected for a lottery of $3987. Urgent response needed.,spam
Limited time offer! Get 63% off on your purchase. Click here.,spam
You are selected for a lottery of $4469. Urgent response needed.,spam
The payment of $1521 has been successfully processed.,ham
Reminder: Your appointment is on 27/04/2026.,ham
Congratulations! You have won a $4694 prize. Claim now.,spam
Act now! Claim your free reward worth $4894.,spam
Act now! Claim your free reward worth $2613.,spam
Limited time offer! Get 18% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 7/04/2026.",ham
You are selected for a lottery of $1386. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 25/04/2026.",ham
Congratulations! You have won a $3548 prize. Claim now.,spam
Exclusive deal just for you. Win $569 cash now.,spam
Limited time offer! Get 34% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $364 cash now.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Limited time offer! Get 32% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 15/04/2026.",ham
Reminder: Your appointment is on 23/04/2026.,ham
The payment of $80 has been successfully processed.,ham
Team meeting scheduled for 22/04/2026. Please attend.,ham
You are selected for a lottery of $1013. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 20/04/2026.,ham
The payment of $1710 has been successfully processed.,ham
You are selected for a lottery of $2294. Urgent response needed.,spam
The payment of $1669 has been successfully processed.,ham
Congratulations! You have won a $4655 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $2574 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $389 prize. Claim now.,spam
Team meeting scheduled for 22/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
The payment of $609 has been successfully processed.,ham
Team meeting scheduled for 1/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 10/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
Exclusive deal just for you. Win $4870 cash now.,spam
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 8/04/2026. Please attend.,ham
The payment of $995 has been successfully processed.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $4806 cash now.,spam
Project update: please review the latest changes.,ham
You are selected for a lottery of $2529. Urgent response needed.,spam
You are selected for a lottery of $4006. Urgent response needed.,spam
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Limited time offer! Get 38% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 15/04/2026. Please attend.,ham
You are selected for a lottery of $2632. Urgent response needed.,spam
Exclusive deal just for you. Win $4270 cash now.,spam
Project update: please review the latest changes.,ham
You are selected for a lottery of $1399. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
The payment of $390 has been successfully processed.,ham
Congratulations! You have won a $766 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Act now! Claim your free reward worth $880.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 26/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 8/04/2026.",ham
The payment of $1652 has been successfully processed.,ham
Team meeting scheduled for 12/04/2026. Please attend.,ham
Reminder: Your appointment is on 3/04/2026.,ham
Congratulations! You have won a $4162 prize. Claim now.,spam
Team meeting scheduled for 15/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
Limited time offer! Get 17% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $4894 cash now.,spam
The payment of $1117 has been successfully processed.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 4/04/2026.",ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 15/04/2026.",ham
Congratulations! You have won a $989 prize. Claim now.,spam
Limited time offer! Get 10% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $1637 cash now.,spam
Congratulations! You have won a $413 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 18/04/2026.",ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
The payment of $1966 has been successfully processed.,ham
Act now! Claim your free reward worth $180.,spam
Congratulations! You have won a $3869 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $1790 cash now.,spam
The payment of $431 has been successfully processed.,ham
Exclusive deal just for you. Win $228 cash now.,spam
You are selected for a lottery of $2012. Urgent response needed.,spam
Limited time offer! Get 13% off on your purchase. Click here.,spam
You are selected for a lottery of $4131. Urgent response needed.,spam
Please find attached the report for review.,ham
Congratulations! You have won a $783 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $2197 prize. Claim now.,spam
Exclusive deal just for you. Win $1559 cash now.,spam
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 6/04/2026.",ham
The payment of $1082 has been successfully processed.,ham
You are selected for a lottery of $1334. Urgent response needed.,spam
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 23/04/2026.",ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
The payment of $476 has been successfully processed.,ham
The payment of $514 has been successfully processed.,ham
Team meeting scheduled for 4/04/2026. Please attend.,ham
Limited time offer! Get 29% off on your purchase. Click here.,spam
Congratulations! You have won a $2813 prize. Claim now.,spam
Team meeting scheduled for 19/04/2026. Please attend.,ham
Limited time offer! Get 52% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $3577.,spam
"Hi, just checking in about the meeting scheduled on 20/04/2026.",ham
The payment of $637 has been successfully processed.,ham
Act now! Claim your free reward worth $1478.,spam
Limited time offer! Get 68% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Limited time offer! Get 45% off on your purchase. Click here.,spam
You are selected for a lottery of $469. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 11/04/2026. Please attend.,ham
Team meeting scheduled for 19/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 16/04/2026.",ham
The payment of $1799 has been successfully processed.,ham
Act now! Claim your free reward worth $693.,spam
The payment of $1426 has been successfully processed.,ham
You are selected for a lottery of $152. Urgent response needed.,spam
Reminder: Your appointment is on 15/04/2026.,ham
Congratulations! You have won a $1345 prize. Claim now.,spam
You are selected for a lottery of $1728. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $3680.,spam
"Hi, just checking in about the meeting scheduled on 16/04/2026.",ham
Limited time offer! Get 32% off on your purchase. Click here.,spam
Reminder: Your appointment is on 11/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $3970. Urgent response needed.,spam
Limited time offer! Get 23% off on your purchase. Click here.,spam
You are selected for a lottery of $1919. Urgent response needed.,spam
Reminder: Your appointment is on 2/04/2026.,ham
You are selected for a lottery of $4726. Urgent response needed.,spam
Act now! Claim your free reward worth $4784.,spam
Congratulations! You have won a $4117 prize. Claim now.,spam
You are selected for a lottery of $1248. Urgent response needed.,spam
Please find attached the report for review.,ham
Exclusive deal just for you. Win $1872 cash now.,spam
Limited time offer! Get 60% off on your purchase. Click here.,spam
Reminder: Your appointment is on 3/04/2026.,ham
Act now! Claim your free reward worth $3821.,spam
The payment of $384 has been successfully processed.,ham
Reminder: Your appointment is on 12/04/2026.,ham
Act now! Claim your free reward worth $2904.,spam
Limited time offer! Get 69% off on your purchase. Click here.,spam
Reminder: Your appointment is on 4/04/2026.,ham
Exclusive deal just for you. Win $1929 cash now.,spam
Team meeting scheduled for 28/04/2026. Please attend.,ham
Team meeting scheduled for 24/04/2026. Please attend.,ham
The payment of $1686 has been successfully processed.,ham
Reminder: Your appointment is on 16/04/2026.,ham
Limited time offer! Get 11% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Congratulations! You have won a $651 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 66% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $3073 cash now.,spam
Project update: please review the latest changes.,ham
Team meeting scheduled for 19/04/2026. Please attend.,ham
You are selected for a lottery of $2379. Urgent response needed.,spam
Team meeting scheduled for 21/04/2026. Please attend.,ham
Limited time offer! Get 61% off on your purchase. Click here.,spam
Limited time offer! Get 47% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 4/04/2026.,ham
Project update: please review the latest changes.,ham
The payment of $343 has been successfully processed.,ham
You are selected for a lottery of $818. Urgent response needed.,spam
Act now! Claim your free reward worth $4158.,spam
Team meeting scheduled for 12/04/2026. Please attend.,ham
Act now! Claim your free reward worth $453.,spam
Limited time offer! Get 52% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Team meeting scheduled for 16/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Act now! Claim your free reward worth $4566.,spam
"Hi, just checking in about the meeting scheduled on 15/04/2026.",ham
The payment of $358 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 11/04/2026.",ham
The payment of $1765 has been successfully processed.,ham
Team meeting scheduled for 19/04/2026. Please attend.,ham
You are selected for a lottery of $192. Urgent response needed.,spam
Act now! Claim your free reward worth $1421.,spam
Exclusive deal just for you. Win $4731 cash now.,spam
Congratulations! You have won a $761 prize. Claim now.,spam
Exclusive deal just for you. Win $4734 cash now.,spam
"Hi, just checking in about the meeting scheduled on 12/04/2026.",ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 26/04/2026.,ham
Team meeting scheduled for 18/04/2026. Please attend.,ham
The payment of $1787 has been successfully processed.,ham
Team meeting scheduled for 8/04/2026. Please attend.,ham
Reminder: Your appointment is on 27/04/2026.,ham
You are selected for a lottery of $1579. Urgent response needed.,spam
Project update: please review the latest changes.,ham
You are selected for a lottery of $3244. Urgent response needed.,spam
Exclusive deal just for you. Win $3806 cash now.,spam
Act now! Claim your free reward worth $1357.,spam
Congratulations! You have won a $4103 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $341 cash now.,spam
You are selected for a lottery of $1475. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $2601 prize. Claim now.,spam
Please find attached the report for review.,ham
Limited time offer! Get 13% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Congratulations! You have won a $3568 prize. Claim now.,spam
Please find attached the report for review.,ham
The payment of $1616 has been successfully processed.,ham
Limited time offer! Get 51% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 16/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 21/04/2026.",ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 4/04/2026. Please attend.,ham
You are selected for a lottery of $3694. Urgent response needed.,spam
Act now! Claim your free reward worth $3053.,spam
Team meeting scheduled for 10/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $4412.,spam
Reminder: Your appointment is on 2/04/2026.,ham
The payment of $983 has been successfully processed.,ham
Congratulations! You have won a $4182 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 2/04/2026.",ham
Exclusive deal just for you. Win $2038 cash now.,spam
Project update: please review the latest changes.,ham
Team meeting scheduled for 27/04/2026. Please attend.,ham
Limited time offer! Get 63% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $1608 cash now.,spam
The payment of $985 has been successfully processed.,ham
Act now! Claim your free reward worth $4199.,spam
Congratulations! You have won a $354 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 23/04/2026.",ham
Reminder: Your appointment is on 20/04/2026.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 12/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $1998.,spam
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $3421 prize. Claim now.,spam
Congratulations! You have won a $2095 prize. Claim now.,spam
Congratulations! You have won a $1040 prize. Claim now.,spam
Act now! Claim your free reward worth $4046.,spam
Limited time offer! Get 13% off on your purchase. Click here.,spam
The payment of $1679 has been successfully processed.,ham
You are selected for a lottery of $4473. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 26/04/2026.",ham
Congratulations! You have won a $3017 prize. Claim now.,spam
Exclusive deal just for you. Win $2163 cash now.,spam
The payment of $1054 has been successfully processed.,ham
Congratulations! You have won a $1580 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 16/04/2026.,ham
Limited time offer! Get 44% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 22/04/2026.,ham
You are selected for a lottery of $2059. Urgent response needed.,spam
The payment of $376 has been successfully processed.,ham
Team meeting scheduled for 12/04/2026. Please attend.,ham
The payment of $877 has been successfully processed.,ham
Exclusive deal just for you. Win $944 cash now.,spam
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Act now! Claim your free reward worth $1997.,spam
Congratulations! You have won a $1808 prize. Claim now.,spam
Team meeting scheduled for 15/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 28/04/2026.",ham
Exclusive deal just for you. Win $287 cash now.,spam
Project update: please review the latest changes.,ham
The payment of $141 has been successfully processed.,ham
Reminder: Your appointment is on 6/04/2026.,ham
Reminder: Your appointment is on 14/04/2026.,ham
Reminder: Your appointment is on 7/04/2026.,ham
The payment of $693 has been successfully processed.,ham
Team meeting scheduled for 20/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 14/04/2026. Please attend.,ham
The payment of $1425 has been successfully processed.,ham
Congratulations! You have won a $4514 prize. Claim now.,spam
Limited time offer! Get 67% off on your purchase. Click here.,spam
The payment of $1374 has been successfully processed.,ham
Reminder: Your appointment is on 11/04/2026.,ham
Please find attached the report for review.,ham
The payment of $88 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Team meeting scheduled for 9/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 7/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Act now! Claim your free reward worth $1560.,spam
Limited time offer! Get 11% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 26/04/2026.",ham
You are selected for a lottery of $4972. Urgent response needed.,spam
You are selected for a lottery of $1601. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 26/04/2026.",ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 8/04/2026. Please attend.,ham
You are selected for a lottery of $742. Urgent response needed.,spam
Team meeting scheduled for 6/04/2026. Please attend.,ham
Exclusive deal just for you. Win $1952 cash now.,spam
Reminder: Your appointment is on 12/04/2026.,ham
Congratulations! You have won a $3934 prize. Claim now.,spam
Exclusive deal just for you. Win $3444 cash now.,spam
Exclusive deal just for you. Win $4733 cash now.,spam
Limited time offer! Get 35% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $2728.,spam
Exclusive deal just for you. Win $4806 cash now.,spam
Team meeting scheduled for 17/04/2026. Please attend.,ham
You are selected for a lottery of $2806. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $1618. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 10/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $1202.,spam
Limited time offer! Get 12% off on your purchase. Click here.,spam
Congratulations! You have won a $3761 prize. Claim now.,spam
You are selected for a lottery of $1491. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 28/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 10/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 20/04/2026.",ham
The payment of $1974 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $1618 cash now.,spam
Team meeting scheduled for 7/04/2026. Please attend.,ham
The payment of $179 has been successfully processed.,ham
Act now! Claim your free reward worth $3458.,spam
Limited time offer! Get 57% off on your purchase. Click here.,spam
Reminder: Your appointment is on 19/04/2026.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $4654 prize. Claim now.,spam
The payment of $1055 has been successfully processed.,ham
Congratulations! You have won a $3190 prize. Claim now.,spam
The payment of $520 has been successfully processed.,ham
Exclusive deal just for you. Win $1598 cash now.,spam
Act now! Claim your free reward worth $2525.,spam
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
Project update: please review the latest changes.,ham
Limited time offer! Get 45% off on your purchase. Click here.,spam
You are selected for a lottery of $4217. Urgent response needed.,spam
Team meeting scheduled for 2/04/2026. Please attend.,ham
Team meeting scheduled for 11/04/2026. Please attend.,ham
Act now! Claim your free reward worth $1681.,spam
The payment of $1361 has been successfully processed.,ham
Team meeting scheduled for 12/04/2026. Please attend.,ham
You are selected for a lottery of $4190. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $448.,spam
Reminder: Your appointment is on 22/04/2026.,ham
Limited time offer! Get 19% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Act now! Claim your free reward worth $1390.,spam
Team meeting scheduled for 24/04/2026. Please attend.,ham
Limited time offer! Get 49% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $1057 cash now.,spam
Exclusive deal just for you. Win $4518 cash now.,spam
The payment of $1285 has been successfully processed.,ham
Limited time offer! Get 54% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $3467 cash now.,spam
Project update: please review the latest changes.,ham
You are selected for a lottery of $1808. Urgent response needed.,spam
The payment of $1922 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $2378.,spam
Reminder: Your appointment is on 24/04/2026.,ham
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $1259.,spam
Project update: please review the latest changes.,ham
Limited time offer! Get 63% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Team meeting scheduled for 5/04/2026. Please attend.,ham
Limited time offer! Get 12% off on your purchase. Click here.,spam
Congratulations! You have won a $2591 prize. Claim now.,spam
You are selected for a lottery of $4712. Urgent response needed.,spam
Reminder: Your appointment is on 25/04/2026.,ham
Reminder: Your appointment is on 24/04/2026.,ham
The payment of $113 has been successfully processed.,ham
Limited time offer! Get 23% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $2515 cash now.,spam
Act now! Claim your free reward worth $3149.,spam
"Hi, just checking in about the meeting scheduled on 5/04/2026.",ham
Congratulations! You have won a $618 prize. Claim now.,spam
You are selected for a lottery of $4808. Urgent response needed.,spam
Team meeting scheduled for 5/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $4546 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 4/04/2026. Please attend.,ham
Act now! Claim your free reward worth $1168.,spam
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 3/04/2026.,ham
The payment of $1721 has been successfully processed.,ham
Congratulations! You have won a $1501 prize. Claim now.,spam
Limited time offer! Get 68% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $3613.,spam
Let's catch up over dinner this weekend.,ham
The payment of $396 has been successfully processed.,ham
Please find attached the report for review.,ham
Congratulations! You have won a $2202 prize. Claim now.,spam
The payment of $962 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
The payment of $299 has been successfully processed.,ham
Act now! Claim your free reward worth $3672.,spam
The payment of $1451 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 2/04/2026.",ham
The payment of $278 has been successfully processed.,ham
Exclusive deal just for you. Win $3800 cash now.,spam
Team meeting scheduled for 6/04/2026. Please attend.,ham
Limited time offer! Get 11% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Team meeting scheduled for 6/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $2946.,spam
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $2096 prize. Claim now.,spam
Reminder: Your appointment is on 10/04/2026.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $3177. Urgent response needed.,spam
Please find attached the report for review.,ham
Limited time offer! Get 50% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 28/04/2026.,ham
Please find attached the report for review.,ham
Congratulations! You have won a $1493 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Team meeting scheduled for 9/04/2026. Please attend.,ham
Act now! Claim your free reward worth $4271.,spam
Act now! Claim your free reward worth $421.,spam
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $4586.,spam
Reminder: Your appointment is on 20/04/2026.,ham
Limited time offer! Get 66% off on your purchase. Click here.,spam
Limited time offer! Get 36% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 15/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 9/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
The payment of $1337 has been successfully processed.,ham
Act now! Claim your free reward worth $3245.,spam
Congratulations! You have won a $1997 prize. Claim now.,spam
Act now! Claim your free reward worth $2941.,spam
Reminder: Your appointment is on 12/04/2026.,ham
Congratulations! You have won a $4432 prize. Claim now.,spam
Act now! Claim your free reward worth $516.,spam
"Hi, just checking in about the meeting scheduled on 15/04/2026.",ham
Limited time offer! Get 54% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 1/04/2026.",ham
Reminder: Your appointment is on 9/04/2026.,ham
Reminder: Your appointment is on 11/04/2026.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 8/04/2026.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $2694 cash now.,spam
Limited time offer! Get 53% off on your purchase. Click here.,spam
Limited time offer! Get 32% off on your purchase. Click here.,spam
Limited time offer! Get 30% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $4066.,spam
Reminder: Your appointment is on 2/04/2026.,ham
Exclusive deal just for you. Win $2797 cash now.,spam
Act now! Claim your free reward worth $3073.,spam
Reminder: Your appointment is on 26/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 17/04/2026.",ham
Reminder: Your appointment is on 5/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 18/04/2026.",ham
Congratulations! You have won a $380 prize. Claim now.,spam
Please find attached the report for review.,ham
You are selected for a lottery of $1492. Urgent response needed.,spam
Reminder: Your appointment is on 23/04/2026.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $3138. Urgent response needed.,spam
Act now! Claim your free reward worth $4616.,spam
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $4090. Urgent response needed.,spam
Exclusive deal just for you. Win $3428 cash now.,spam
Exclusive deal just for you. Win $3490 cash now.,spam
Team meeting scheduled for 26/04/2026. Please attend.,ham
Team meeting scheduled for 3/04/2026. Please attend.,ham
Exclusive deal just for you. Win $437 cash now.,spam
Limited time offer! Get 45% off on your purchase. Click here.,spam
Congratulations! You have won a $2205 prize. Claim now.,spam
Act now! Claim your free reward worth $1554.,spam
Please find attached the report for review.,ham
Limited time offer! Get 35% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Team meeting scheduled for 23/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $4070.,spam
"Hi, just checking in about the meeting scheduled on 3/04/2026.",ham
The payment of $494 has been successfully processed.,ham
Limited time offer! Get 27% off on your purchase. Click here.,spam
Limited time offer! Get 24% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Team meeting scheduled for 28/04/2026. Please attend.,ham
Reminder: Your appointment is on 1/04/2026.,ham
Please find attached the report for review.,ham
Limited time offer! Get 27% off on your purchase. Click here.,spam
Congratulations! You have won a $1068 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 10/04/2026.,ham
Team meeting scheduled for 27/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 3/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
Team meeting scheduled for 25/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 13/04/2026.",ham
The payment of $1736 has been successfully processed.,ham
Please find attached the report for review.,ham
Congratulations! You have won a $1776 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 13/04/2026.",ham
The payment of $1733 has been successfully processed.,ham
Team meeting scheduled for 18/04/2026. Please attend.,ham
Act now! Claim your free reward worth $3451.,spam
